juː ɡɛt ɐ sɛns ʌv ɡʊd ɪntɛnʃənz dᵻɹeɪld baɪ ɐ feɪlɪɹ tə siːk ænd stɹaɪk dʒʌst ðə ɹaɪt toʊn ,0
"ɐ slɪk , ɛŋɡɹoʊsɪŋ mɛlədɹɑːmə ",1
ɐ ɹɛtʃᵻd muːvi ðæt ɹᵻduːsᵻz ðə sɛkənd wɜːld wɔːɹ tə wʌn mæn ɛs kwɛst tə faɪnd ɐn oʊld fleɪm ,0
"wɪl ʌndaʊɾᵻdli pleɪ wɛl ɪn jʊɹɹəpiən mɑːɹkɪts , wɛɹ mɪstɚ bɛsən ɪz ɐ bɹænd neɪm , ænd ɪn eɪʒə , wɛɹ ɛmɛs ʃuː ɪz ɐn ɪnstɪtuːʃən , bʌt ɐmɛɹɪkən ɔːdiənsᵻz wɪl pɹɑːbəbli faɪnd ɪt fəmɪlɪɹ ænd ɪnsəfɪʃəntli kæθɑːɹɾɪk ",0
læks ðɪ ɪnspɚɹeɪʃən ʌvðɪ ɚɹɪdʒɪnəl ænd hɐz ɐ bloʊɾᵻd plɑːt ðæt stɹɛtʃᵻz ðə ɹʌnɪŋ taɪm ɐbaʊt tɛn mɪnɪts pæst ɐ tʃaɪld ɛs ɪntɹɛst ænd ɐn ɐdʌlt ɛs peɪʃəns ,0
ðə sæntə klɔːz tuː pɹuːvz ɪtsɛlf ɐ moːɹ stɹiːmlaɪnd ænd θɔːt aʊt ɛŋkaʊntɚ ðɐn ðɪ ɚɹɪdʒɪnəl kʊd ɛvɚ hæv hoʊpt tə biː ,1
"ðə fɪlm ɪz muːdi , uːzɪŋ , tʃɪlɪŋ ænd hɑːɹt wɔːɹmɪŋ ɔːl ɐtwʌns ɐ twɪstɪŋ , ʌnpɹɪdɪktəbəl , kæt ænd maʊs θɹɪlɚ ",1
tuː bæd ,0
"ɐ stɹɔŋ fɜːst ækt ænd æbsəluːtli , ɪnɛskeɪpəbli ɡoːɹdʒəs , skaɪskɹeɪpɚ tɹəpiːz moʊʃən ʌvðɪ ɐmeɪzɪŋ spaɪdɚ mæn ",1
ɡʊdɪŋ ɔfɚz ɐ dɛspɚɹətli ɪŋɡɹeɪʃɪeɪɾɪŋ pɚfoːɹməns ,0
ɐ wɛl ɪntɛnʃənd ɛfɚt ðæt ɛs stɪl tuː bɜːdənd baɪ ðɪ æktɚ ɛs ɔfbiːt sɛnsəbɪlᵻɾiz fɚðɪ ɜːnɪst ɪmoʊʃənəl koːɹ tʊ ɪmɜːdʒ wɪð ɛni dᵻɡɹiː ʌv æksɛsəbɪlᵻɾi ,0
ɐ fʌn ɹaɪd ,1
ɐn ɛdʒi θɹɪlɚ ðæt dᵻlɪvɚz ɐ sɚpɹaɪzɪŋ pʌntʃ ,1
wʌt ɛs ðə ɹʌʃən wɜːd fɔːɹ waʊ !? ,1
ɑːɾoʊ sæliz hɐz ɐ ɹiːəl fɪlmeɪkɚ ɛs aɪ ,1
lʊɹɹɪd ænd lɛs ðɐn luːsɪd wɜːk ,0
wɪð ɪts pɚɹeɪd ʌv ɔːlmoʊst pɚpɛtʃuːəli weɪstᵻd kæɹɪktɚz mɑːɹɡɚɹiːɾə fiːlz laɪk ɐ heɪzi haɪ ðæt teɪks tuː lɔŋ tə ʃeɪk ,0
"aɪ kʊd dʒʌst fiːl ðə skɹiːnɹaɪɾɚɹ æɾ ɛvɹi moʊmənt tæp , tæp , tæp , tæp , tæpɪŋ ɐweɪ ɔn ðɪs skɹiːnpleɪ ",0
"oʊvɚɹɔːl , klɛɾiz taʊt ɪz ɐ wɪnɪŋ kɑːmədi ðæt ɛksaɪts ðɪ ɪmædʒᵻneɪʃən ænd tɪkəlz ðə fʌni boʊn ",1
juː lɪv ðə muːd ɹæðɚ ðɐn seɪvɚ ðə stoːɹi ,1
ðə muːvi ɪz soʊ θɔːtləsli ɐsɛmbəld ,1
"sʌm bɑːdi ɪz ɐ ʃeɪki , ʌnsɜːʔn̩ fɪlm ðæt nɛvɚðəlɛs tʌtʃᵻz ɐ fjuː ɹɔː nɜːvz ",1
"ɪt ɛs ɐ vɛɹi sɪnsɪɹ wɜːk , bʌt ɪt wʊd biː bɛɾɚɹ æz ɐ daɪɚɹi ɔːɹ dɑːkjuːmɛntɚɹi ",1
"waɪl ɐmɛɹɪkən ɐdoʊboʊ hɐz ɪts hɑːɹt ɛlɑːɹbiː ænd ɪts pælət ɑːɹɹɑːɹbiː ɪnðə ɹaɪt pleɪs , ɪts bɹeɪn ɪz ɐ lɪɾəl skæɾɚd dɪtsi , iːvən ",0
"ʌnfoʊldz wɪð sʌtʃ ɐ wɔləp ʌv juː ɑːɹ ðɛɹ ɪmiːdɪəsi ðæt wɛn ðə bʊlɪts stɑːɹt tə flaɪ , jʊɹ fɜːst ɪnstɪŋkt ɪz tə dʌk ",1
ænd ɪt ɛs ɐ laʊsi wʌn æt ðæt ,0
ɪt ɛs nɑːt tuː fæst ænd nɑːt tuː sloʊ ,1
"ɪt ɛs ɐn ɛntɚteɪnɪŋ muːvi , ænd ðɪ ɪfɛkts , buːstᵻd tə ðə saɪz əvə daʊntaʊn hoʊtɛl , wɪl ɔːl bʌt teɪk juː tʊ aʊɾɚ speɪs ",1
"ɪɾ ɪz æz ʌŋkɑːmpɹəmaɪzɪŋ æzɪtɪz nɑːndʒʌdʒmɛntəl , ænd meɪks klɪɹ ðæɾə pɹɑːstɪtuːt kæn biː æz loʊnli ænd niːdi æz ɛni ʌvðə klaɪənts ",1
kəmpɛlɪŋli wɑːtʃəbəl ,1
"dᵻspaɪt sʌm kɑːmɪk spɑːɹks , wɛlkʌm tə kɑːlᵻnwʊd nɛvɚ kætʃᵻz faɪɚ ",0
"ðoʊ dʒæksən dʌz ɛnt ɔːlweɪz səksiːd ɪn ɪntᵻɡɹeɪɾɪŋ ðə kæɹɪktɚz ɪnðə fɔːɹɡɹaʊnd ɪntʊ ðɪ ɛkstɹoːɹdɪnɛɹᵻli ɹɪtʃ lændskeɪp , ɪt mʌst biː sɛd ðæt hiː ɪz ɐn ɪmædʒɪnətɪv fɪlmeɪkɚ huː kæn siː ðə fɔːɹɪst fɚðə tɹiːz ",1
"nɑːt oʊnli dʌz spaɪdɚ mæn dᵻlɪvɚ , bʌt aɪ sʌspɛkt ɪt maɪt dᵻlɪvɚɹ ɐɡɛn ænd ɐɡɛn ",1
ɪt ɛs wɜːθ teɪkɪŋ ðə kɪdz tuː ,1
"wɪðaʊt ʃeɪkspɪɹ ɛs ɛləkwənt læŋɡwɪdʒ , ðɪ ʌpdeɪt ɪz dɹɪɹi ænd slʌɡɪʃ ",0
"dɛns , ɛɡzɪlɐɹəɾɪŋ dɑːkjuːmɛntɚɹi ",1
"fiːlz æz ɪf ɛlɑːɹbiː ðɛɹ ɛs ɑːɹɹɑːɹbiː ɐ tʃoʊk liːʃ ɚɹaʊnd jʊɹ nɛk soʊ dᵻɹɛktɚ nɪk kæsɐviːts kæn ɡɪv ɪɾ ɐ ɡʊd , hɑːɹd jæŋk wɛnɛvɚ hiː wɔnts juː tə fiːl sʌmθɪŋ ",0
pɔɪnjənt ɪf fəmɪlɪɹ stoːɹi əvə jʌŋ pɜːsən səspɛndᵻd bᵻtwiːn tuː kʌltʃɚz ,1
"mɛθɑːdɪkəl , mɛʒɚd , ænd dʒɛntli tiːdiəs ɪn ɪts kɑːmədi , siːkɹᵻt bælət ɪz ɐ pɜːpəsfəli ɹᵻdʌktɪv muːvi wɪtʃ meɪ biː waɪ ɪt ɛs soʊ səksɛsfəl æt lɑːdʒɪŋ ɪtsɛlf ɪnðə bɹeɪn ",1
"ðoʊ ɐ tʌtʃ tuː ɑːɹthaʊs wʌnhʌndɹɪd wʌn ɪn ɪts poʊɛɾɪk sɪmbəlɪzəm , hɛvən pɹuːvz təbi ɐ ɡʊd mætʃ ʌvðə sɛnsəbɪlᵻɾiz ʌv tuː dᵻɹɛktɚz ",1
suːpɜːbli foʊɾəɡɹæft ænd steɪdʒd baɪ mɛndz wɪð ɐ sɪɹiz ʌv ɹɪvɪɾɪŋ sɛt piːsᵻz ðə laɪks ʌvwɪtʃ meɪnstɹiːm ɔːdiənsᵻz hæv ɹɛɹli siːn ,1
ɐ mɛɾəfɔːɹ fɚɹə mɑːdɚn deɪ ɜːbən tʃaɪnə sɜːtʃɪŋ fɔːɹ ɪts aɪdɛntᵻɾi ,1
"ɪt ɛs ɐ skwɛɹ , sɛntɪmɛntəl dɹɑːmə ðæt sæɾɪsfaɪz , æz kʌmfɚt fuːd ɔfən kæn ",1
"ðə wʌndɚfəli lʌʃ mɔːɹvɚn kælɚɹ ɪz pjʊɹ pʌŋk ɛɡzɪstɛnʃɪəlɪzəm , ænd ɛmɛs ɹæmseɪ ænd hɜː koʊ ɹaɪɾɚ , liɑːnə dəɡniːni , hæv dɹæmɐtaɪzd ðɪ ælən wɔːɹnɚ nɑːvəl , wɪtʃ ɪtsɛlf fɛlt laɪk ɐn ænsɚ tʊ ɜːvaɪn wɛlʃ ɛs bʊk tɹeɪnspɑːɾɪŋ ",1
"ɐdmaɪɚɹɚz ʌv dᵻɹɛktɚɹ eɪbəl fɛɹɑːɹɹə meɪ biː ɹᵻliːvd ðæt hɪz leɪɾɪst fiːtʃɚ , ɑːɹ ɛksmɐs , mɑːɹks ɐ mɑːdɪst ɪf ɛŋkɜːɹɪdʒɪŋ ɹᵻtɜːn tə fɔːɹm ",1
"nɑːt wʌns ɪnðə ɹʌʃ tə seɪv ðə deɪ dɪd aɪ bɪkʌm vɛɹi ɪnvɑːlvd ɪnðə pɹəsiːdɪŋz tə miː , ɪt wʌz dʒʌst ɐ mæɾɚɹ ʌv eɪ ",0
ɐn ʌɡli dʌklɪŋ teɪl soʊ hɪdiəsli ænd klʌmzili toʊld ɪt fiːlz æksɪdɛntəl ,0
bɪkʌmz ɐ bɪt əvə mɪʃmæʃ ɐ tɪɹdʒɚkɚ ðæt dʌz ɛnt ænd ɐ θɹɪlɚ ðæt woʊ ɛnt ,0
kʊd aɪ hɐvbɪn moːɹ ɡiːkt wɛn aɪ hɜːd ðæt ɐpɑːloʊ θɜːtiːn wʌz ɡoʊɪŋ təbi ɹᵻliːst ɪn ɪmæks fɔːɹmæt ? ,1
"ðɪs ɪz ɐ vɛɹi æmbɪʃəs pɹɑːdʒɛkt fɚɹə fɛɹli ɪnɛkspiəɹɪənst fɪlmeɪkɚ , bʌt ɡʊd æktɚz , ɡʊd poʊɪtɹi ænd ɡʊd mjuːzɪk hɛlp səsteɪn ɪt ",1
"moːɹ səksɛsfəl æt ɹᵻleɪɾɪŋ hɪstɚɹi ðɐn ɪn kɹiːeɪɾɪŋ ɐn ɪmoʊʃənəli kɑːmplɛks , dɹəmæɾɪkli sæɾɪsfaɪɪŋ hɛɹoʊɪn ",0
tʃoʊ ɛs taɪmɪŋ ɪz pɹaɪsləs ,1
kɹɪmɪnəl kənspɪɹəsiz ænd tɹuː ɹoʊmænsᵻz muːv soʊ iːzili əkɹɑːs ɹeɪʃəl ænd kʌltʃɚɹəl laɪnz ɪnðə fɪlm ðɐɾɪt meɪks maɪ bɪɡ fæt ɡɹiːk wɛdɪŋ lʊk laɪk ɐn ɐpɑːɹθeɪd dɹɑːmə ,1
ðɛɹ ɛs sʌmθɪŋ təbi sɛd fɚɹə stuːdɪoʊ pɹəduːst fɪlm ðæt nɛvɚ bɑːðɚz tə hænd vjuːɚz ɐ suːtkeɪs fʊl ʌv iːzi ænsɚz ,1
wʌt ɛlɪveɪts ðə muːvi əbʌv ðə ɹʌn ʌvðə mɪl sɪŋɡəlz blɛndɚɹ ɪz ɪts sɚɹiːəl sɛns ʌv hjuːmɚ ænd tɛknəlɑːdʒɪkəl fɪnɪʃ ,1
nɪkəlsən ɛs ʌndɚsteɪɾᵻd pɚfoːɹməns ɪz wʌndɚfəl ,1
"ðə fɪlmeɪkɚz noʊ haʊ tə pliːz ðɪ aɪ , bʌt ɪɾ ɪz nɑːt ɔːlweɪz ðə pɹɪɾiɪst pɪktʃɚz ðæt tɛl ðə bɛst stoːɹi ",1
"ɪt ɛs ʌnfɔːɹtʃənət ðæt wɑːlɪs , huː ɹoʊt ɡɪbsən ɛs bɹeɪvhɑːɹt æz wɛl æz ðə ɹiːsənt pɜːl hɑːɹbɚ , hɐz sʌtʃ ɐn ɪɹᵻpɹɛsᵻbəl pæʃən fɔːɹ sæpi sɪtʃuːeɪʃənz ænd daɪəlɑːɡ ",0
"dʒæksən ʃeɪmfəli stɹoʊlz θɹuː ðɪs mɛs wɪð ɐ smʌɡ ɡɹɪn , ɪnɛksplɪkəbli wɛɹɪŋ ɐ kɪlt ænd kæɹiɪŋ ɐ bæɡ ʌv ɡɑːlf klʌbz oʊvɚ wʌn ʃoʊldɚ ",0
"ɐ fæsᵻneɪɾɪŋ kjʊɹɹɪɔsᵻɾi piːs fæsᵻneɪɾɪŋ , ðæt ɪz , fɔːɹ ɐbaʊt tɛn mɪnɪts ",0
oʊvɚɹ ænd oʊvɚɹ ɐɡɛn ,0
nɑːlæn pɹuːvz ðæt hiː kæn kɹɔs soːɹdz wɪððə bɛst ʌv ðɛm ænd hɛlm ɐ moːɹ tɹɐdɪʃənəli plɑːɾᵻd pɑːpkɔːɹn θɹɪlɚ waɪl sɚɹɛndɚɹɪŋ lɪɾəl ʌv hɪz ɪntəlɛktʃuːəl ɹɪɡɚ ɔːɹ kɹiːeɪɾɪv kəmpoʊʒɚ ,1
"ðɪs bɑːnd fɪlm ɡoʊz ɔf ðə biːʔn̩ pæθ , nɑːt nɛsɪsɛɹᵻli fɚðə bɛɾɚ ",0
ɪts sɑːləm pɹɪtɛnʃən pɹɪvɛnts ʌs fɹʌm ʃɛɹɪŋ ðɪ ɔː ɪnwɪtʃ ɪt hoʊldz ɪtsɛlf ,0
ðə dɹɑːmə dɪskloʊzᵻz ɔːlmoʊst nʌθɪŋ ,0
"ɐ ʃæm kɑːnstɹʌkt beɪst ɔn θiəɹi , slaɪt ʌv hænd , ænd ɪl ɹɔːt haɪpɑːθəsɪs ",0
ɪseɪbɛl hʌpɚt ɛksɛlz æz ðɪ ɛnɪɡmæɾɪk miːkə ænd ænə maʊɡlɑːliz ɪz ɐ stʌnɪŋ nuː jʌŋ tælənt ɪn wʌn ʌv tʃæbɹɑːl ɛs moʊst ɪntɛns saɪkəlɑːdʒɪkəl mɪstɚɹiz ,1
"laɪk ɪts pɚɹeɪd ʌv pɹɛdᵻsɛsɚz , ðɪs hæloʊiːn ɪz ɐ ɡoːɹi slæʃ fɛst ",1
pɚhæps ðə bɛst spoːɹts muːvi aɪ viː ɛvɚ siːn ,1
ðɪs pɐθɛɾɪk dʒʌŋk ɪz bɛɹli ɐn aʊɚ lɔŋ ,0
"uː viː ɡɑːt tə lʌv ɐ dɪzni pɪk wɪð æz lɪɾəl kliːvɪdʒ æz ðɪswʌn hæz , ænd ɐ hɛɹoʊɪn æz faɪsti ænd pɹɪnsɪpəld æz dʒeɪn ",1
"ðɪs ɪz ɐ ɡoːɹdʒəs fɪlm vɪvɪd wɪð kʌlɚ , mjuːzɪk ænd laɪf ",1
pleɪɪŋ ɐ ɹoʊl ʌv ɔːlmoʊst bɜːɡmeɪnɛsk ɪntɛnsᵻɾi bɪsɛt ɪz boʊθ kənvɪnsɪŋ ænd ɹeɪdiənt ,1
ðə tɹæpɪŋz ʌv aɪ spaɪ ɑːɹ soʊ fəmɪlɪɹ juː maɪt æz wɛl biː wɑːtʃɪŋ ɐ ɹᵻɹʌn ,0
ɪt tɹiːts ɑːnə ɛs dʒɜːni wɪð ɑːnɪsti ðæt ɪz tɹædʒɪkli ɹɛɹ ɪnðə dᵻpɪkʃən ʌv jʌŋ wɪmɪn ɪn fɪlm ,1
liː meɪks ðiːz laɪvz kaʊnt ,1
"æmbɪʃəs , ʌnsɛɾəlɪŋ saɪkoʊdɹɑːmə ðæt teɪks fʊl , tʃɪlɪŋ ɐdvæntɪdʒ ʌv ɪts ɹʌf ɚɹaʊnd ðɪ ɛdʒᵻz , loʊ bʌdʒɪt kənstɹeɪnts ",1
"ðə wʊdmən siːmz tə hæv dᵻɹɛktli ɪnfluːənst ðɪs ɡɜːl miːts ɡɜːl lʌv stoːɹi , bʌt iːvən moːɹ ɹiːəʃʊɹɹɪŋ ɪz haʊ ɪts meɪkɚz æktʃuːəli siːm tʊ ʌndɚstænd wʌt meɪd ælən ɛs ɹoʊmæntɪk kɑːmədiz soʊ pɜːtɪnənt ænd ɛndʊɹɹɪŋ ",1
aɪ kʊd ɛnt ɹɛkəmɛnd ðɪs fɪlm moːɹ ,1
"ɐn ɪnɛkspiəɹɪənst dᵻɹɛktɚ , meɪɾə hɐz mʌtʃ tə lɜːn ",0
"juː kæn teɪst ɪt , bʌt ðɛɹ ɛs noʊ fɪz ",0
ɐ ɹᵻwɜːkɪŋ ʌv daɪ hɑːɹd ænd klɪfhæŋɚ bʌt ɪt ɛs noʊwɛɹ nɪɹ æz ɛksaɪɾɪŋ æz iːðɚ ,0
"ɐ muːvɪŋ teɪl ʌv lʌv ænd dᵻstɹʌkʃən ɪn ʌnɛkspɛktᵻd pleɪsᵻz , ʌnɛɡzæmɪnd laɪvz ",1
ɪt hɐz moːɹ ðænə fjuː moʊmənts ðæt ɑːɹ ɪnsaɪtfəl ɪnʌf təbi fɑːndli ɹᵻmɛmbɚd ɪnðɪ ɛndləsli tʃæləndʒɪŋ meɪz ʌv muːvɪeɪɡoʊɪŋ ,1
waɪ ? ,0
ænd ðæt ɪz wɛɹ æɹɐɹæt wɛnt ɐstɹeɪ ,0
vɪnsənt ɡæloʊ ɪz ɹaɪt æt hoʊm ɪn ðɪs fɹɛntʃ ʃɑːkɚ pleɪɪŋ hɪz juːʒuːəl bæd bɔɪ wɪɹdoʊ ɹoʊl ,1
"klɑːkstɑːpɚz ɪz wʌn ʌv ðoʊz kɹeɪzi , mɪkst ʌp fɪlmz ðæt dʌz ɛnt noʊ wʌt ɪt wɔnts təbi wɛn ɪt ɡɹoʊz ʌp ",0
"sændɹə bʊlək , dᵻspaɪt daʊnpleɪɪŋ hɜː ɡʊd lʊks , kæɹiz ɐ lɪɾəl tuː mʌtʃ eɪaɪ ɛnt ʃiː kjuːt bæɡɪdʒ ɪntʊ hɜː liːd ɹoʊl æz ɐ tɹʌbəld ænd dɪtɜːmɪnd hɑːmɪsaɪd kɑːp tə kwaɪt pʊl ɔf ðə hɛvi stʌf ",0
ɪt ɛs moʊstli ɐ plɛʒɚ tə wɑːtʃ ,1
ɪts spɪɹɪt ʌv aɪkənəklæstɪk ɐbændən haʊɛvɚ kænd meɪks fɔːɹ ʌnɛkspɛktᵻdli ɡɪdi vjuːɪŋ ,1
"ɐ kɪltᵻd dʒæksən ɪz ɐn ʌnsɛɾəlɪŋ saɪt , ænd ɪndɪkətɪv ʌv hɪz , ɪf juː wɪl , aʊɾəv kɪltɚ kæɹɪktɚ , huː ɹæmbəlz eɪmləsli θɹuː ɪl kənsiːvd ækʃən piːsᵻz ",0
aɪ dɪd ɛnt faɪnd mʌtʃ fæsᵻneɪʃən ɪnðə swɪŋɪŋ ,0
ðɪs ɪz noʊ wɔːɾɚbɔɪ ! ,0
"bʌt ðə nɜːv ɹeɪkt æktɪŋ , ðə kɹækəl ʌv laɪnz , ðɪ ɪmpɹɛsɪv steɪdʒɪŋz ʌv hɑːɹdwɛɹ , meɪk fɔːɹ sʌm ɹoʊbʌst ænd skɛɹi ɛntɚteɪnmənt ",1
beɪbi feɪsd ɹɛnɚɹ ɪz ɪɹili kənvɪnsɪŋ æz ðɪs blænd blæŋk əvə mæn wɪð ʌnɪmædʒɪnəbəl diːmənz wɪðɪn ,1
ðə kaɪnd ʌv pɹaɪməl stɔːɹɪtɛlɪŋ ðæt dʒɔːɹdʒ luːkəz kæn oʊnli dɹiːm ʌv ,1
"ʌplɪftɪŋ æz oʊnli ɐ dɑːkjuːmənt ʌvðə wɜːst pɑːsəbɪlᵻɾiz ʌv mæŋkaɪnd kæn biː , ænd ɐmʌŋ ðə bɛst fɪlmz ʌvðə jɪɹ ",1
ðɪ ɜːwɪnz siːnz ɑːɹ fæsᵻneɪɾɪŋ ðə muːvi æz ɐ hoʊl ɪz tʃiːp dʒʌŋk ænd ɐn ɪnsʌlt tə ðɛɹ dɛθ dᵻfaɪɪŋ ɛfɚts ,0
"ɪt ɛs ɐ fɹaɪtfəl vænᵻɾi fɪlm ðæt , noʊ daʊt , peɪz ɔf wʌt dɛt mɜːɹɐmæks fɛlt ðeɪ oʊd tə bᵻnɪɡni ",0
"hiː siːmz tə wɔnt boʊθ , bʌt səksiːdz ɪn meɪkɪŋ niːðɚ ",0
"baɪ tɜːnz fænsifəl , ɡɹɪsli ænd ɛŋɡeɪdʒɪŋli kwɪksɑːɾɪk ",1
"ðə ɹiː ɹᵻliːs ʌv ɹɑːn haʊɚd ɛs ɐpɑːloʊ θɜːtiːn ɪnðɪ ɪmæks fɔːɹmæt pɹuːvz æbsəluːtli ðæt ɹiəli , ɹiəli , ɹiəli ɡʊd θɪŋz kæn kʌm ɪn ɪnoːɹməs pækɪdʒᵻz ",1
"aɪ viː nɛvɚ siːn ɛlɑːɹbiː ɐ ɹᵻmeɪk ɑːɹɹɑːɹbiː duː ɛnɪθɪŋ æz stʌmək tɜːnɪŋ æz ðə weɪ ædəm sændlɚ ɛs nuː muːvi ɹeɪps , pɪlɪdʒᵻz ænd ɪnsɪnɚɹeɪts fɹæŋk kæpɹə ɛs klæsɪk ",0
ðoʊz huː wɔnt təbi dʒoʊltᵻd aʊɾəv ðɛɹ ɡʊɹd ʃʊd dɹɑːp ɛvɹɪθɪŋ ænd ɹʌn tʊ ɪkaɪ ,1
"mɪstɚ diːdz ɪz , æz kɑːmədi ɡoʊz , vɛɹi sɪli ænd ɪnðə bɛst weɪ ",1
"ðɪs eɪmiəbəl pɪktʃɚ tɔːks tʌf , bʌt ɪt ɛs ɔːl blʌstɚɹ ɪnðɪ ɛnd ɪt ɛs æz swiːt æz ɡɹiːnfɪŋɡɚz ",1
maɪ lɪɾəl aɪ ɪz ðə bɛst lɪɾəl hɔɹɚ muːvi aɪ viː siːn ɪn jɪɹz ,1
"ðə muːvi ɪz ɐ nɛɡlɪdʒəbəl wɜːk ʌv mənɪpjʊleɪʃən , ɐn ɛksplɔɪteɪʃən piːs duːɪŋ ɪts juːʒuːəl wɜːst tə ɡɪlt tɹɪp pɛɹənts ",0
ɪt meɪ wɜːk æz ɐ dʒɔːnt daʊn mɛmɚɹi leɪn fɔːɹ tiːnz ænd jʌŋ ɐdʌlts huː ɡɹuː ʌp ɔn tɛlᵻvaɪzd skuːbi duː ʃoʊz ɔːɹ ɹᵻɹʌnz ,1
sʌfɚz fɹʌm ɐ flæt skɹɪpt ænd ɐ loʊ bʌdʒɪt ,0
"ðə muːvi ɪz wɛl dʌn , bʌt sloʊ ",0
ðə mæstɚɹ ʌv dɪsɡaɪz ɪz ɔːfəl ,0
ðə fɪlm ɪz wʌn ʌvðə jɪɹ ɛs bɛst ,1
wʌn ʌvðə jɪɹ ɛs moʊst wɪɹdli ɛŋɡeɪdʒɪŋ ænd ʌnpɹɪdɪktəbəl kæɹɪktɚ piːsᵻz ,1
